inchikey,smiles_std,pIC50_B2,pIC50_B1,scaffold
YGWBKAAQQLMOBM-SFHVURJKSA-N,CCC(=O)N1CC[C@H](Oc2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)C1,7.958607314841775,5.824778199656947,O=C1CCc2cc(-c3cncc(O[C@H]4CCNC4)c3)ccc2N1
YHLWBNSZVNBSDE-UHFFFAOYSA-N,Cc1noc(C)c1C(=O)NCc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1C,7.443697499232712,5.544393887418133,O=C1CCc2cc(-c3cncc(CNC(=O)c4cnoc4)c3)ccc2N1
YJZDBCXLGAYVKP-QGZVFWFLSA-N,CN(C)C(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)OCC(=O)N4C)cncc21,7.721246399047171,,O=C1COc2cc(-c3cncc4c3CCCC4)ccc2N1
YKQLOQJDZRUJAB-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CN4CCCC4=O)c3)ccc21,7.236572006437063,6.1249387366083,O=C1CCc2cc(-c3cncc(CN4CCCC4=O)c3)ccc2N1
YLSQSQFRSRGWSY-UHFFFAOYSA-N,Cc1oncc1C(=O)NCc1cncc(-c2cc3c(cc2F)N(C)C(=O)CC3)c1C,9.0,6.8124792791635365,O=C1CCc2cc(-c3cncc(CNC(=O)c4cnoc4)c3)ccc2N1
YOVPXDUPVOCZLD-UHFFFAOYSA-N,CCS(=O)(=O)NCc1cncc(-c2ccc3c(c2F)CCC(=O)N3C)c1,7.522878745280337,5.871600731282194,O=C1CCc2cc(-c3cccnc3)ccc2N1
YSWLLKZPLXQDMS-DLWUMSGBSA-N,Cc1c(-c2cc3c(cc2F)N(C)C(=O)CC3)cncc1C(C)N[S@+]([O-])C(C)(C)C,7.585026652029182,6.329754146925876,O=C1CCc2cc(-c3cccnc3)ccc2N1
YYEFCORMUMDUBP-SFHVURJKSA-N,CC(C)(C)OC(=O)N1CC[C@H](Oc2cncc(-c3ccc4c(c3)CCC(=O)N4)c2)C1,7.522878745280337,6.982966660701219,O=C1CCc2cc(-c3cncc(O[C@H]4CCNC4)c3)ccc2N1
YYJAKWVQBLLQAX-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(NCCO)n3)ccc21,8.154901959985743,6.657577319177793,O=C1CCc2cc(-c3cnccn3)ccc2N1
YYKHVUUSAJAUPU-UHFFFAOYSA-N,Cc1noc(C)c1C(=O)NC1(c2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)CC1,7.1249387366083,5.80271944187438,O=C1CCc2cc(-c3cncc(C4(NC(=O)c5cnoc5)CC4)c3)ccc2N1
YYLDTCQZWTZFPS-UHFFFAOYSA-N,CN(Cc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1)C(=O)c1ncccc1Cl,8.096910013008056,6.289036881004725,O=C1CCc2cc(-c3cncc(CNC(=O)c4ccccn4)c3)ccc2N1
YYPLNJMRHYBKAH-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(C4(N)CC4)c3)ccc21,7.481486060122112,6.1487416512809245,O=C1CCc2cc(-c3cncc(C4CC4)c3)ccc2N1
YYYLJANEJVOZPF-LJQANCHMSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3ccc4c(ccc(=O)n4C)c3)cncc21,7.71669877129645,5.601764771443657,O=c1ccc2cc(-c3cncc4c3CCCC4)ccc2[nH]1
ZAWHPJWYDFOQKX-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(OC4CCNCC4)c3)ccc21,6.752026733638194,5.068389593637038,O=C1CCc2cc(-c3cncc(OC4CCNCC4)c3)ccc2N1
ZDXWHVUKKIHLGT-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNC(=O)c4cncnc4)c3)ccc21,8.397940008672037,6.966576244513051,O=C1CCc2cc(-c3cncc(CNC(=O)c4cncnc4)c3)ccc2N1
ZHKRGGNJDJESEN-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(OCCNC(=O)c4ncccc4Cl)c3)ccc21,7.886056647693163,6.6595558851598815,O=C1CCc2cc(-c3cncc(OCCNC(=O)c4ccccn4)c3)ccc2N1
ZHVKSPRUMAMCLE-HXUWFJFHSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)CCc3nnc(C)n3-4)cncc21,,,c1cc2c(cc1-c1cncc3c1CCCC3)CCc1nncn1-2
ZIKCISRGTFLEQV-UHFFFAOYSA-N,CCS(=O)(=O)NCc1cncc(-c2cc3c4c(c2)CCC(=O)N4CCC3)c1,6.962573502059376,5.331427730815442,O=C1CCc2cc(-c3cccnc3)cc3c2N1CCC3
ZINJGAQRBAQTAU-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CN4CCCS4(=O)=O)c3)ccc21,7.920818753952375,6.772113295386326,O=C1CCc2cc(-c3cncc(CN4CCCS4(=O)=O)c3)ccc2N1
ZKEKMASYEDVUKH-IBGZPJMESA-N,CN1C(=O)CCc2cc(-c3cncc(CN4CCC[C@H]4CO)c3)ccc21,7.251811972993799,6.2441251443275085,O=C1CCc2cc(-c3cncc(CN4CCCC4)c3)ccc2N1
ZKOLIVJRIORDET-UHFFFAOYSA-N,COc1cc(C(=O)N2CC3(C2)CN(c2cncc(-c4ccc5c(c4)CCC(=O)N5C)n2)C3)on1,6.543633966870957,,O=C1CCc2cc(-c3cncc(N4CC5(CN(C(=O)c6ccno6)C5)C4)n3)ccc2N1
ZNROQDNAWHTFJM-UHFFFAOYSA-N,COc1ccc(S(=O)(=O)NCc2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)cn1,6.425968732272281,4.954677021213342,O=C1CCc2cc(-c3cncc(CNS(=O)(=O)c4cccnc4)c3)ccc2N1
ZPHWDASSPXUBPO-UHFFFAOYSA-N,CCS(=O)(=O)Nc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,6.769551078621726,5.431798275933005,O=C1CCc2cc(-c3cccnc3)ccc2N1
ZQHNMRGQWSRHCX-MEMLXQNLSA-N,CN1C(=O)CCc2cc(-c3cncc(O[C@H]4CC[C@H](NC(=O)OC(C)(C)C)CC4)c3)ccc21,,,O=C1CCc2cc(-c3cncc(OC4CCCCC4)c3)ccc2N1
ZRGHMSFUQOKWOP-OAQYLSRUSA-N,CN1C(=O)CCc2cc(-c3cncc4c3CCC[C@H]4NC(=O)c3ncccc3Cl)ccc21,8.275724130399212,6.252976822548372,O=C1CCc2cc(-c3cncc4c3CCC[C@H]4NC(=O)c3ccccn3)ccc2N1
ZTZRCUWMLMBOPB-GOSISDBHSA-N,CCC(=O)N[C@@H]1CCOc2c(-c3cc(F)c4c(c3)cc(C#N)n4C)cncc21,8.346787486224656,,c1cc2cc(-c3cncc4c3OCCC4)ccc2[nH]1
ZVMHTFZQWRMLPW-SFHVURJKSA-N,CCS(=O)(=O)N1CC[C@H]1COc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,7.886056647693163,6.306273051076353,O=C1CCc2cc(-c3cncc(OC[C@@H]4CCN4)c3)ccc2N1
ZWHPTLBQTSLZGM-FQEVSTJZSA-N,CN1C(=O)CCc2cc(-c3cncc(OC[C@@H]4CCCN4C(=O)OC(C)(C)C)c3)ccc21,7.494850021680094,5.727694155597914,O=C1CCc2cc(-c3cncc(OC[C@@H]4CCCN4)c3)ccc2N1
ZWHPTLBQTSLZGM-HXUWFJFHSA-N,CN1C(=O)CCc2cc(-c3cncc(OC[C@H]4CCCN4C(=O)OC(C)(C)C)c3)ccc21,,,O=C1CCc2cc(-c3cncc(OC[C@H]4CCCN4)c3)ccc2N1
ZWVDCZLRCBOCOM-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(OC4CN(C(=O)OC(C)(C)C)C4)c3)ccc21,8.522878745280337,7.214670164989233,O=C1CCc2cc(-c3cncc(OC4CNC4)c3)ccc2N1
ZXBMXHVGJUPJTE-UHFFFAOYSA-N,CCS(=O)(=O)NC1CCc2c(-c3cc4c(cc3F)N(C)C(=O)CC4)cncc21,6.922957140589279,5.625029865691255,O=C1CCc2cc(-c3cncc4c3CCC4)ccc2N1
ZXWNAYCQZAXXRU-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(NCCO)n3)c(F)cc21,7.744727494896693,6.2441251443275085,O=C1CCc2cc(-c3cnccn3)ccc2N1
