inchikey,smiles_std,pIC50_B2,pIC50_B1,scaffold
RDZSMQZMIUAPSM-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CN4CCCCC4=O)c3)ccc21,7.638272163982407,6.096910013008056,O=C1CCc2cc(-c3cncc(CN4CCCCC4=O)c3)ccc2N1
RESAQABNYJJGKY-UHFFFAOYSA-N,CCC(=O)NC1CCCc2c(-c3cc4c(cc3Cl)N(C)C(=O)CC4)cncc21,5.751119833975714,,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
RFKSSUWYCFBERL-JOTALGBPSA-N,[2H]C([2H])([2H])NC(=O)N[C@@H]1CCOc2c(-c3ccc4c(ccc(=O)n4C)c3)cncc21,7.636388020107856,,O=c1ccc2cc(-c3cncc4c3OCCC4)ccc2[nH]1
RICATSKAXMIGME-UHFFFAOYSA-N,CCC(=O)N1CCC(Oc2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)CC1,9.0,7.886056647693163,O=C1CCc2cc(-c3cncc(OC4CCNCC4)c3)ccc2N1
RKVRFQZDKCUMJC-UHFFFAOYSA-N,CCS(=O)(=O)NCCOc1cncc(-c2cc3c(cc2F)N(C)C(=O)CC3)c1,9.0,7.585026652029182,O=C1CCc2cc(-c3cccnc3)ccc2N1
RQKUJBRLEXXITP-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(N4CC5(CN(C(=O)OC(C)(C)C)C5)C4)c3)ccc21,6.585026652029182,5.254925208417943,O=C1CCc2cc(-c3cncc(N4CC5(CNC5)C4)c3)ccc2N1
RTZNXQJJCMMOPY-UHFFFAOYSA-N,CCC(=O)NC1CCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,7.903437700822769,6.0994010827704255,O=C1CCc2cc(-c3cncc4c3CCC4)ccc2N1
RVTKMOGWACADBJ-UHFFFAOYSA-N,CN(Cc1cncc(-c2cc3c4c(c2)CCN4C(=O)CC3)c1)C(=O)c1ncccc1Cl,8.096910013008056,6.844663962534939,O=C(NCc1cncc(-c2cc3c4c(c2)CCN4C(=O)CC3)c1)c1ccccn1
RXJOFZNMHGDABT-UHFFFAOYSA-N,CCC(=O)NC1CCc2c(-c3cc4c(cc3F)N(C)C(=O)CC4)cncc21,7.424132843827896,6.125859630509282,O=C1CCc2cc(-c3cncc4c3CCC4)ccc2N1
RXJVLYVCQCRDCL-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(NCc4ccccc4)n3)ccc21,8.301029995663981,6.958607314841775,O=C1CCc2cc(-c3cncc(NCc4ccccc4)n3)ccc2N1
RXYOQBQUVVOHFB-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNS(=O)(=O)c4cn(C)cn4)c3)ccc21,6.334419008982047,5.487315603782837,O=C1CCc2cc(-c3cncc(CNS(=O)(=O)c4c[nH]cn4)c3)ccc2N1
RYURTKBYOXPJDC-GOSISDBHSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3ccc4[nH]ncc4c3)cncc21,,,c1cc2[nH]ncc2cc1-c1cncc2c1CCCC2
SDSRRDFMJLTCRO-UHFFFAOYSA-N,Cc1c(-c2ccc3c(c2)CCC(=O)N3C)cncc1C(C)NC(=O)c1ncccc1Cl,8.154901959985743,6.600326278518962,O=C1CCc2cc(-c3cncc(CNC(=O)c4ccccn4)c3)ccc2N1
SFNOYOPSCIHUIM-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CN)c3Cl)ccc21,7.537602002101044,5.922268820347608,O=C1CCc2cc(-c3cccnc3)ccc2N1
SGHRNKQDVKOKDC-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNC(=O)c4cnc(Cl)cn4)c3)ccc21,8.522878745280337,6.8124792791635365,O=C1CCc2cc(-c3cncc(CNC(=O)c4cnccn4)c3)ccc2N1
SJJOOIYPJDIJQL-MRXNPFEDSA-N,COC(=O)N[C@@H]1CCOc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,8.638272163982407,6.694648630553377,O=C1CCc2cc(-c3cncc4c3OCCC4)ccc2N1
SJJOOIYPJDIJQL-ZMAHMCKTSA-N,[2H]C([2H])([2H])OC(=O)N[C@@H]1CCOc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,8.346787486224656,6.419075024324381,O=C1CCc2cc(-c3cncc4c3OCCC4)ccc2N1
SKXVDWNEDWRPGD-UHFFFAOYSA-N,CCC(=O)NCc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1Cl,8.045757490560675,6.205511953340831,O=C1CCc2cc(-c3cccnc3)ccc2N1
SLJJRRUGQDEDML-UHFFFAOYSA-N,CC(C)S(=O)(=O)NCc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,7.091514981121351,5.823908740944319,O=C1CCc2cc(-c3cccnc3)ccc2N1
SNGIWNGICSWGCE-BFUOFWGJSA-N,C[C@@H](F)C(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,7.469800301796917,,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
SNGIWNGICSWGCE-ORAYPTAESA-N,C[C@H](F)C(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,7.928117992693874,5.788879458741951,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
SQCVNNCRPGFMRU-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(OCCNC(=O)c4ncccc4Cl)c3)c(F)cc21,8.698970004336019,7.1249387366083,O=C1CCc2cc(-c3cncc(OCCNC(=O)c4ccccn4)c3)ccc2N1
SQLOGWOENWBRDL-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNC(=O)c4cnn(C)c4)c3)ccc21,7.769551078621726,5.972242795309446,O=C1CCc2cc(-c3cncc(CNC(=O)c4cn[nH]c4)c3)ccc2N1
SSYUPEMNJOBSIW-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNC(=O)c4cc(Cl)nnc4Cl)c3)ccc21,7.769551078621726,5.749336080536756,O=C1CCc2cc(-c3cncc(CNC(=O)c4ccnnc4)c3)ccc2N1
SWVIVUURDDCRKC-UHFFFAOYSA-N,Cc1noc(C)c1C(=O)NCc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1Cl,7.920818753952375,6.254144804826271,O=C1CCc2cc(-c3cncc(CNC(=O)c4cnoc4)c3)ccc2N1
TWNPFBJIDCIFSP-UHFFFAOYSA-N,Cc1nnc(C(=O)NCc2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)o1,7.366531544420414,6.30715308072277,O=C1CCc2cc(-c3cncc(CNC(=O)c4nnco4)c3)ccc2N1
TWSHRXTYXMFXOO-GOSISDBHSA-N,COC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,8.468521082957745,,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
TWSHRXTYXMFXOO-IATFMEIASA-N,[2H]C([2H])([2H])OC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,8.602059991327963,6.892790030352131,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
TYWQRQASRYRBGO-SFHVURJKSA-N,CCC(=O)N1CC[C@H]1COc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,7.638272163982407,5.874193541860473,O=C1CCc2cc(-c3cncc(OC[C@@H]4CCN4)c3)ccc2N1
TZELLUZARLORKL-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc4c3CCCN4CCN)ccc21,8.397940008672037,5.72584215073632,O=C1CCc2cc(-c3cncc4c3CCCN4)ccc2N1
TZSPZEKLXMWRQK-UHFFFAOYSA-N,COc1ccc(C(=O)NCc2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)nn1,8.154901959985743,6.853871964321762,O=C1CCc2cc(-c3cncc(CNC(=O)c4cccnn4)c3)ccc2N1
UANDZHPAAFOTSP-UHFFFAOYSA-N,CN(Cc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1Cl)C(=O)c1ncccc1Cl,8.045757490560675,6.448550002027125,O=C1CCc2cc(-c3cncc(CNC(=O)c4ccccn4)c3)ccc2N1
UAQOSEMOFZYWDM-GOSISDBHSA-N,CNC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,8.229147988357855,,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
UAQOSEMOFZYWDM-HLENTGRASA-N,[2H]C([2H])([2H])NC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,7.958607314841775,6.095284454721319,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
UCOSNKRUHVSIHZ-HXUWFJFHSA-N,CN1C(=O)CCc2cc(-c3cncc4c3CCC[C@H]4NS(=O)(=O)C3CC3)ccc21,7.449771646944906,6.496481687275925,O=C1CCc2cc(-c3cncc4c3CCC[C@H]4NS(=O)(=O)C3CC3)ccc2N1
UCWGKFFQPRUECV-SFHVURJKSA-N,CCOC(=O)N1CC[C@H](Oc2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)C1,8.096910013008056,6.801342913045577,O=C1CCc2cc(-c3cncc(O[C@H]4CCNC4)c3)ccc2N1
UDJZQWJFNAVQEQ-UHFFFAOYSA-N,Cc1noc(C)c1C(=O)NCc1cncc(-c2ccc3c(c2)CCC(=O)N3)c1,6.067526235322847,4.701387052240053,O=C1CCc2cc(-c3cncc(CNC(=O)c4cnoc4)c3)ccc2N1
UMWMOBUYUSRXIC-INIZCTEOSA-N,CC(C)[C@H](CO)Nc1cncc(-c2ccc3c(c2)CCC(=O)N3C)n1,6.764471553092451,,O=C1CCc2cc(-c3cnccn3)ccc2N1
UNJNVSXHYFGXOG-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(OC4CNC4)c3)ccc21,6.694648630553377,4.806652743613538,O=C1CCc2cc(-c3cncc(OC4CNC4)c3)ccc2N1
UQKJMVKYYCHFDW-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNS(=O)(=O)CC(F)(F)F)c3)ccc21,7.207608310501746,5.544698228342924,O=C1CCc2cc(-c3cccnc3)ccc2N1
UREKTALOZOFJFP-UHFFFAOYSA-N,Cc1cccnc1C(=O)N(C)Cc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,8.522878745280337,7.552841968657781,O=C1CCc2cc(-c3cncc(CNC(=O)c4ccccn4)c3)ccc2N1
UXMCWYSGQNYUTP-CXXSJKPGSA-N,Cc1c(-c2ccc3c(c2)CCC(=O)N3C)cncc1C(C)N[S@+]([O-])C(C)(C)C,7.67778070526608,6.396855627379818,O=C1CCc2cc(-c3cccnc3)ccc2N1
UXXFTQAPVIVJGM-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNC(=O)c4cccc(Cl)n4)c3)ccc21,8.096910013008056,6.847711655616943,O=C1CCc2cc(-c3cncc(CNC(=O)c4ccccn4)c3)ccc2N1
UZABHTDBUUVBEA-UHFFFAOYSA-N,CCS(=O)(=O)NCc1cncc(-c2cc3c(cc2F)N(C)C(=O)CC3)c1,7.958607314841775,6.0655015487564325,O=C1CCc2cc(-c3cccnc3)ccc2N1
UZTMWAFVURKSAZ-IBGZPJMESA-N,CCC(=O)N1CCC[C@H](Oc2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)C1,6.764471553092451,5.333950261519484,O=C1CCc2cc(-c3cncc(O[C@H]4CCCNC4)c3)ccc2N1
VAPHWOXHHBPQER-UHFFFAOYSA-N,CCC(=O)NC1CCc2c(-c3cc(Cl)c4c(c3)CCC(=O)N4C)cncc21,6.962784470608681,5.5247217512020015,O=C1CCc2cc(-c3cncc4c3CCC4)ccc2N1
VDEUDSRUMNAXJG-LJQANCHMSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,7.853871964321762,6.008773924307505,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
VDEUDSRUMNAXJG-UHFFFAOYSA-N,CCC(=O)NC1CCCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,7.122716845946727,5.516840986155711,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
VEMOBWBYFHNPDM-UHFFFAOYSA-N,CCN(Cc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1)S(=O)(=O)CC,7.602059991327962,5.634512015109101,O=C1CCc2cc(-c3cccnc3)ccc2N1
VMNAQWHFKMSWKT-LJQANCHMSA-N,CN(C)C(=O)N[C@@H]1CCCc2c(-c3ccc4c(ccc(=O)n4C)c3)cncc21,7.903089986991944,5.715794932298206,O=c1ccc2cc(-c3cncc4c3CCCC4)ccc2[nH]1
VNQDBLQQYOBFRD-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(N4CCCC4=O)c3)ccc21,6.511449283499556,5.804100347590766,O=C1CCc2cc(-c3cncc(N4CCCC4=O)c3)ccc2N1
VPBJAFQYPFIZNV-MXVIHJGJSA-N,CCS(=O)(=O)N[C@H]1CC[C@H](Oc2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)CC1,9.0,7.161150909262744,O=C1CCc2cc(-c3cncc(OC4CCCCC4)c3)ccc2N1
VPCJXHICBXTFHE-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNS(=O)(=O)c4cccc(Cl)c4)c3)ccc21,6.8124792791635365,5.323123568026863,O=C1CCc2cc(-c3cncc(CNS(=O)(=O)c4ccccc4)c3)ccc2N1
VQRRELBUJGMJDG-UHFFFAOYSA-N,CCC(=O)NC(C)c1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1C,7.267606240177032,6.205511953340831,O=C1CCc2cc(-c3cccnc3)ccc2N1
VQYMPMLZOFLNNG-UHFFFAOYSA-N,Cc1nc(C(=O)NCc2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)c(C)o1,8.397940008672037,7.091514981121351,O=C1CCc2cc(-c3cncc(CNC(=O)c4cocn4)c3)ccc2N1
VREODUJNYWRKSQ-UUEJOYGGSA-N,CC(N[S@+]([O-])C(C)(C)C)c1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1Cl,7.853871964321762,6.583359492661719,O=C1CCc2cc(-c3cccnc3)ccc2N1
VRWNPWQZPSCBCB-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CN4CCCCS4(=O)=O)c3)ccc21,8.301029995663981,6.245651664288981,O=C1CCc2cc(-c3cncc(CN4CCCCS4(=O)=O)c3)ccc2N1
VVTOOVYBNUXBHW-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(OCCN4CCCS4(=O)=O)c3)ccc21,8.698970004336019,7.031517051446065,O=C1CCc2cc(-c3cncc(OCCN4CCCS4(=O)=O)c3)ccc2N1
VXHAQBXNKWMLAY-INIZCTEOSA-N,CN1C(=O)CCc2cc(-c3cncc(OC[C@@H]4CCN4)c3)ccc21,6.13608262304214,4.796042908318756,O=C1CCc2cc(-c3cncc(OC[C@@H]4CCN4)c3)ccc2N1
VXXQEYRZPPZCEN-HXUWFJFHSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3cc(C)c4c(ccc(=O)n4C)c3)cncc21,7.777283528852417,5.141583122276511,O=c1ccc2cc(-c3cncc4c3CCCC4)ccc2[nH]1
VZYLKQNKXZLPPL-UHFFFAOYSA-N,CCS(=O)(=O)NCc1cncc(-c2cc(Cl)c3c(c2)CCC(=O)N3C)c1,6.790484985457369,5.122398320270728,O=C1CCc2cc(-c3cccnc3)ccc2N1
WCDGTVZIBFSPOS-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(N4CC5(CN(C(=O)OC(C)(C)C)C5)C4)n3)ccc21,6.91721462968355,6.107905397309519,O=C1CCc2cc(-c3cncc(N4CC5(CNC5)C4)n3)ccc2N1
WKHNTIGVBRUGAV-HTAPYJJXSA-N,CCC(=O)N[C@@H]1c2cncc(-c3cc4c(cc3F)N(C)C(=O)CC4)c2CC[C@@H]1F,6.053744292800602,4.692025004793243,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
WKHNTIGVBRUGAV-JTSKRJEESA-N,CCC(=O)N[C@H]1c2cncc(-c3cc4c(cc3F)N(C)C(=O)CC4)c2CC[C@@H]1F,7.411168274405792,5.62165661642523,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
WKHNTIGVBRUGAV-VGOFRKELSA-N,CCC(=O)N[C@@H]1c2cncc(-c3cc4c(cc3F)N(C)C(=O)CC4)c2CC[C@H]1F,5.5563615688335455,4.8254081948043925,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
WKHNTIGVBRUGAV-VGSWGCGISA-N,CCC(=O)N[C@H]1c2cncc(-c3cc4c(cc3F)N(C)C(=O)CC4)c2CC[C@H]1F,6.80271944187438,5.5597050289050856,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
WLADRWJLVWJQDF-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(C4(N)CC4)c3)c(F)cc21,,,O=C1CCc2cc(-c3cncc(C4CC4)c3)ccc2N1
WLAJEGLNCFJTHU-GOSISDBHSA-N,CCS(=O)(=O)N1CC[C@@H](Oc2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)C1,7.455931955649724,6.070581074285707,O=C1CCc2cc(-c3cncc(O[C@@H]4CCNC4)c3)ccc2N1
WLAJEGLNCFJTHU-SFHVURJKSA-N,CCS(=O)(=O)N1CC[C@H](Oc2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)C1,8.045757490560675,6.684029654543083,O=C1CCc2cc(-c3cncc(O[C@H]4CCNC4)c3)ccc2N1
WNUAISAOKNHLFZ-UHFFFAOYSA-N,Cc1noc(C)c1S(=O)(=O)NCc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,6.943095148663527,5.845576026885353,O=C1CCc2cc(-c3cncc(CNS(=O)(=O)c4cnoc4)c3)ccc2N1
WSRYYJUBTZFBOB-QGZVFWFLSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)OCC(=O)N4C)cncc21,7.508638306165727,5.4141671775240825,O=C1COc2cc(-c3cncc4c3CCCC4)ccc2N1
WTHWACZWIZNRFM-IBGZPJMESA-N,CCS(=O)(=O)N1CCC[C@H]1COc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,7.744727494896693,6.046723663332696,O=C1CCc2cc(-c3cncc(OC[C@@H]4CCCN4)c3)ccc2N1
WWUHTANLVVUBDE-UHFFFAOYSA-N,Cc1noc(C)c1C(=O)NC(C)(C)c1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,7.744727494896693,6.341988603342887,O=C1CCc2cc(-c3cncc(CNC(=O)c4cnoc4)c3)ccc2N1
WWVOXLUMUOZFIP-UHFFFAOYSA-N,CCC(=O)N1CC(Oc2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)C1,7.522878745280337,6.212539525481585,O=C1CCc2cc(-c3cncc(OC4CNC4)c3)ccc2N1
WXNUPNNXTBJFHK-FQEVSTJZSA-N,CN1C(=O)CCc2cc(-c3cncc(O[C@H]4CCCN(C(=O)OC(C)(C)C)C4)c3)ccc21,6.567030709125595,5.998699066979582,O=C1CCc2cc(-c3cncc(O[C@H]4CCCNC4)c3)ccc2N1
XBSFRABUHBLLBL-LJQANCHMSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3cc(F)c4c(ccc(=O)n4C)c3)cncc21,7.954677021213342,5.309449538489641,O=c1ccc2cc(-c3cncc4c3CCCC4)ccc2[nH]1
XDGIEUXPZXPLKF-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNC(=O)C4CC4)c3)ccc21,7.173925197299173,5.254925208417943,O=C1CCc2cc(-c3cncc(CNC(=O)C4CC4)c3)ccc2N1
XEJWIUCMNMCLQI-UHFFFAOYSA-N,Cc1noc(C)c1C(=O)NCCOc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,7.853871964321762,5.841336019186011,O=C1CCc2cc(-c3cncc(OCCNC(=O)c4cnoc4)c3)ccc2N1
XGDZUPWFPWBYPU-UHFFFAOYSA-N,Cc1cccnc1C(=O)NC1(c2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)CC1,8.045757490560675,7.292429823902063,O=C1CCc2cc(-c3cncc(C4(NC(=O)c5ccccn5)CC4)c3)ccc2N1
XGHCXCUIABSPIE-UHFFFAOYSA-N,Cc1noc(C)c1C(=O)NC(C)c1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1Cl,7.657577319177793,6.168130225719498,O=C1CCc2cc(-c3cncc(CNC(=O)c4cnoc4)c3)ccc2N1
XHGMPLLCFTYYCA-LJQANCHMSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3cnc4c(c3)cc(C#N)n4C)cncc21,7.943095148663527,5.765229704839084,c1cc2cc(-c3cncc4c3CCCC4)cnc2[nH]1
XJKCDMSPZISPNI-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(OCCNC(=O)c4cnn(C)c4)c3)ccc21,7.823908740944319,5.533577277566208,O=C1CCc2cc(-c3cncc(OCCNC(=O)c4cn[nH]c4)c3)ccc2N1
XKAHBXIIMOTKHS-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNC(=O)c4cnn(C)c4)c3)c(F)cc21,8.154901959985743,6.162411561764489,O=C1CCc2cc(-c3cncc(CNC(=O)c4cn[nH]c4)c3)ccc2N1
XKKBFTBUQZCLBQ-UHFFFAOYSA-N,CCS(=O)(=O)NCc1cncc(-c2cc3c4c(c2)CCN4C(=O)CC3)c1,7.568636235841012,5.646276062411051,O=C1CCc2cc(-c3cccnc3)cc3c2N1CC3
XLTMKDRJOYFYRX-UHFFFAOYSA-N,CCS(=O)(=O)NC(c1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1)C(C)C,6.892790030352131,,O=C1CCc2cc(-c3cccnc3)ccc2N1
XNCBRRLLUGHQQG-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(C4=CCN(C(=O)OC(C)(C)C)CC4)c3)ccc21,8.301029995663981,7.161150909262744,O=C1CCc2cc(-c3cncc(C4=CCNCC4)c3)ccc2N1
XOLZCURCMKRMJH-UHFFFAOYSA-N,CCS(=O)(=O)NC(c1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1)C1CC1,6.931814138253838,5.07242434530889,O=C1CCc2cc(-c3cncc(CC4CC4)c3)ccc2N1
XQCOHFJVAAUSNU-ZMAHMCKTSA-N,[2H]C([2H])([2H])OC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)OCC(=O)N4C)cncc21,8.05551732784983,6.319664486585436,O=C1COc2cc(-c3cncc4c3CCCC4)ccc2N1
XQSBVHIXVZONPR-GOSISDBHSA-N,CNC(=O)N[C@@H]1CCCc2c(-c3ccc4c(ccc(=O)n4C)c3)cncc21,8.0268721464003,6.131355561605174,O=c1ccc2cc(-c3cncc4c3CCCC4)ccc2[nH]1
XQSBVHIXVZONPR-HLENTGRASA-N,[2H]C([2H])([2H])NC(=O)N[C@@H]1CCCc2c(-c3ccc4c(ccc(=O)n4C)c3)cncc21,8.00436480540245,,O=c1ccc2cc(-c3cncc4c3CCCC4)ccc2[nH]1
XUBXPDPERJZWSF-JOTALGBPSA-N,[2H]C([2H])([2H])NC(=O)N[C@@H]1CCOc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,,,O=C1CCc2cc(-c3cncc4c3OCCC4)ccc2N1
XUTJBADTPUNJKS-DDOHFVCQSA-N,[2H]C([2H])([2H])NC(=O)N[C@@H]1CCOc2c(-c3ccc4c(c3)COC(=O)N4C)cncc21,8.1249387366083,6.286509456906058,O=C1Nc2ccc(-c3cncc4c3OCCC4)cc2CO1
XVYQCJUMQGKQKY-GDLZYMKVSA-N,CN1C(=O)CCc2cc(-c3cncc(C4(N[S@+]([O-])C(C)(C)C)COC4)c3)ccc21,,5.4139756176130245,O=C1CCc2cc(-c3cncc(C4COC4)c3)ccc2N1
XXQPEKHUOMQNHH-UHFFFAOYSA-N,Cc1c(CN)cncc1-c1ccc2c(c1)CCC(=O)N2C,8.397940008672037,5.996539467890494,O=C1CCc2cc(-c3cccnc3)ccc2N1
XXYXEMDARRGNBG-UHFFFAOYSA-N,CCS(=O)(=O)NCc1cncc(-c2cc(Cl)c3c(c2)CCC(=O)N3)c1,7.080921907623926,5.304781081094849,O=C1CCc2cc(-c3cccnc3)ccc2N1
XZDYNJNWYULUNN-QGZVFWFLSA-N,CN(C)C(=O)N[C@@H]1CCOc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,7.899629454882437,5.505567101273601,O=C1CCc2cc(-c3cncc4c3OCCC4)ccc2N1
YBWKRNZJXVKUQC-UHFFFAOYSA-N,CCC(=O)NCCN1CCCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,7.853871964321762,5.742321425130816,O=C1CCc2cc(-c3cncc4c3CCCN4)ccc2N1
YCKSFVUNOHKGID-GOSISDBHSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)COC(=O)N4C)cncc21,7.87942606879415,5.93809536628383,O=C1Nc2ccc(-c3cncc4c3CCCC4)cc2CO1
YCMDEBZUTMZFRF-INIZCTEOSA-N,CN1C(=O)CCc2cc(-c3cncc(O[C@H]4CCNC4)c3)ccc21,6.164309428507575,,O=C1CCc2cc(-c3cncc(O[C@H]4CCNC4)c3)ccc2N1
YCMDEBZUTMZFRF-MRXNPFEDSA-N,CN1C(=O)CCc2cc(-c3cncc(O[C@@H]4CCNC4)c3)ccc21,6.455931955649724,4.4721253136713095,O=C1CCc2cc(-c3cncc(O[C@@H]4CCNC4)c3)ccc2N1
YCUXRMVMHJCMCV-KRWDZBQOSA-N,CN1C(=O)CCc2cc(-c3cncc(N4CCC[C@H]4CO)c3)ccc21,7.721246399047171,5.966576244513051,O=C1CCc2cc(-c3cncc(N4CCCC4)c3)ccc2N1
YCUXRMVMHJCMCV-QGZVFWFLSA-N,CN1C(=O)CCc2cc(-c3cncc(N4CCC[C@@H]4CO)c3)ccc21,7.008773924307505,5.476253533188435,O=C1CCc2cc(-c3cncc(N4CCCC4)c3)ccc2N1
YDHRTFFNHYGHIH-INIZCTEOSA-N,CCC(=O)N1CC[C@H](Oc2cncc(-c3cc4c(cc3F)N(C)C(=O)CC4)c2)C1,8.045757490560675,6.271646217978772,O=C1CCc2cc(-c3cncc(O[C@H]4CCNC4)c3)ccc2N1
YDHRTFFNHYGHIH-MRXNPFEDSA-N,CCC(=O)N1CC[C@@H](Oc2cncc(-c3cc4c(cc3F)N(C)C(=O)CC4)c2)C1,8.0,6.07727454200674,O=C1CCc2cc(-c3cncc(O[C@@H]4CCNC4)c3)ccc2N1
YETHOSDUWYAFAC-FQEVSTJZSA-N,COC[C@@H]1CCCN1Cc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,7.67778070526608,6.585026652029182,O=C1CCc2cc(-c3cncc(CN4CCCC4)c3)ccc2N1
YGWBKAAQQLMOBM-GOSISDBHSA-N,CCC(=O)N1CC[C@@H](Oc2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)C1,7.721246399047171,5.862962545210487,O=C1CCc2cc(-c3cncc(O[C@@H]4CCNC4)c3)ccc2N1
